geneID	PR	FR	PS	FS	Tsil	Trepl	nout	npop
Potra000835g06698	5	7	3	4	3107111	15039033	1	94
Potra000835g06699	24	12	28	20	3107111	15039033	1	94
Potra000835g06700	3	1	8	3	3107111	15039033	1	94
Potra000835g06701	0	0	0	0	3107111	15039033	1	94
Potra000835g06702	1	2	0	0	3107111	15039033	1	94
Potra000835g06704	16	4	8	3	3107111	15039033	1	94
Potra000835g06705	23	18	8	12	3107111	15039033	1	94
Potra000835g06709	14	10	3	2	3107111	15039033	1	94
Potra000835g06713	6	3	9	2	3107111	15039033	1	94
Potra000835g06714	12	3	1	0	3107111	15039033	1	94
Potra000835g06715	5	4	10	4	3107111	15039033	1	94
Potra000835g35228	8	4	6	7	3107111	15039033	1	94
Potra000836g06716	85	36	21	22	3107111	15039033	1	94
Potra000836g06717	1	0	0	2	3107111	15039033	1	94
Potra000836g06718	3	3	5	1	3107111	15039033	1	94
Potra000836g06719	5	5	4	2	3107111	15039033	1	94
Potra000836g06720	0	0	0	0	3107111	15039033	1	94
Potra000836g06721	5	6	8	3	3107111	15039033	1	94
Potra000836g06722	11	9	5	3	3107111	15039033	1	94
Potra000837g06725	36	31	4	0	3107111	15039033	1	94
Potra000837g06726	19	2	12	1	3107111	15039033	1	94
Potra000837g06727	18	10	14	11	3107111	15039033	1	94
Potra000837g06728	3	6	7	8	3107111	15039033	1	94
Potra000837g06729	5	7	1	1	3107111	15039033	1	94
Potra000837g06730	3	10	7	2	3107111	15039033	1	94
Potra000837g06731	42	22	15	7	3107111	15039033	1	94
Potra000837g06732	70	65	10	16	3107111	15039033	1	94
Potra000837g06733	11	7	3	0	3107111	15039033	1	94
Potra000837g06734	4	1	3	1	3107111	15039033	1	94
Potra000837g06735	22	6	5	8	3107111	15039033	1	94
Potra000837g06736	13	8	7	5	3107111	15039033	1	94
Potra000837g06739	7	4	2	0	3107111	15039033	1	94
Potra000837g06740	10	13	5	4	3107111	15039033	1	94
Potra000837g06741	6	8	6	5	3107111	15039033	1	94
Potra000837g33734	0	0	0	0	3107111	15039033	1	94
Potra000838g06750	18	11	5	6	3107111	15039033	1	94
Potra000838g06752	38	41	11	22	3107111	15039033	1	94
Potra000838g06753	15	9	2	2	3107111	15039033	1	94
Potra000838g06754	4	8	1	4	3107111	15039033	1	94
Potra000838g06755	5	6	1	2	3107111	15039033	1	94
Potra000838g06756	6	2	3	1	3107111	15039033	1	94
Potra000838g06757	38	30	19	17	3107111	15039033	1	94
Potra000839g06762	1	4	1	1	3107111	15039033	1	94
Potra000839g06764	1	5	0	0	3107111	15039033	1	94
Potra000839g06765	9	4	12	4	3107111	15039033	1	94
Potra000839g06767	39	17	5	5	3107111	15039033	1	94
Potra000839g06768	9	7	1	1	3107111	15039033	1	94
Potra000839g06769	0	0	0	0	3107111	15039033	1	94
Potra000839g06770	5	2	7	0	3107111	15039033	1	94
Potra000839g06771	37	17	17	5	3107111	15039033	1	94
Potra000839g06772	19	12	9	4	3107111	15039033	1	94
Potra000839g06773	28	15	17	9	3107111	15039033	1	94
Potra000839g06774	27	6	10	4	3107111	15039033	1	94
Potra000839g06775	23	20	9	2	3107111	15039033	1	94
Potra000840g06776	0	0	1	0	3107111	15039033	1	94
Potra000840g06777	7	4	3	10	3107111	15039033	1	94
Potra000840g06778	6	2	0	0	3107111	15039033	1	94
Potra000840g06780	1	0	4	2	3107111	15039033	1	94
Potra000840g06781	32	12	9	7	3107111	15039033	1	94
Potra000841g06782	6	3	3	2	3107111	15039033	1	94
Potra000841g06783	14	4	4	4	3107111	15039033	1	94
Potra000841g06784	2	4	3	4	3107111	15039033	1	94
Potra000841g06785	13	4	7	6	3107111	15039033	1	94
Potra000841g06786	18	13	14	5	3107111	15039033	1	94
Potra000842g06787	13	27	3	2	3107111	15039033	1	94
Potra000842g06789	0	0	1	0	3107111	15039033	1	94
Potra000842g06790	18	14	11	4	3107111	15039033	1	94
Potra000843g06791	38	37	27	23	3107111	15039033	1	94
Potra000843g06792	2	0	6	0	3107111	15039033	1	94
Potra000843g06795	5	0	0	0	3107111	15039033	1	94
Potra000843g06796	2	2	3	2	3107111	15039033	1	94
Potra000843g06798	5	2	2	0	3107111	15039033	1	94
Potra000844g06801	10	7	3	1	3107111	15039033	1	94
Potra000844g06802	6	8	9	9	3107111	15039033	1	94
Potra000844g06803	31	34	7	11	3107111	15039033	1	94
Potra000844g06804	5	9	10	8	3107111	15039033	1	94
Potra000844g06806	10	6	11	8	3107111	15039033	1	94
Potra000844g06807	8	8	3	2	3107111	15039033	1	94
Potra000844g06808	11	12	6	1	3107111	15039033	1	94
Potra000845g06810	5	4	2	1	3107111	15039033	1	94
Potra000845g06811	2	2	2	2	3107111	15039033	1	94
Potra000845g06814	6	1	15	12	3107111	15039033	1	94
Potra000845g06815	5	8	1	3	3107111	15039033	1	94
Potra000845g06818	25	15	11	5	3107111	15039033	1	94
Potra000845g33414	17	7	9	8	3107111	15039033	1	94
Potra000845g33416	7	3	2	2	3107111	15039033	1	94
Potra000846g06819	19	12	12	9	3107111	15039033	1	94
Potra000846g06820	17	27	6	9	3107111	15039033	1	94
Potra000846g06822	7	3	5	5	3107111	15039033	1	94
Potra000846g06823	3	7	0	0	3107111	15039033	1	94
Potra000846g06824	6	10	9	10	3107111	15039033	1	94
Potra000846g06827	8	5	8	3	3107111	15039033	1	94
Potra000847g06829	20	8	9	3	3107111	15039033	1	94
Potra000847g06830	21	15	37	24	3107111	15039033	1	94
Potra000847g06831	16	3	3	1	3107111	15039033	1	94
Potra000847g06832	26	16	12	8	3107111	15039033	1	94
Potra000847g06833	8	9	3	2	3107111	15039033	1	94
Potra000847g06834	12	6	5	4	3107111	15039033	1	94
Potra000847g06835	3	10	10	7	3107111	15039033	1	94
Potra000847g06836	18	10	12	7	3107111	15039033	1	94
Potra000847g06837	13	8	7	4	3107111	15039033	1	94
Potra000847g06838	8	7	10	5	3107111	15039033	1	94
Potra000847g06839	25	11	13	9	3107111	15039033	1	94
Potra000847g06844	21	5	12	2	3107111	15039033	1	94
Potra000847g06845	4	4	6	2	3107111	15039033	1	94
Potra000847g06846	5	5	0	1	3107111	15039033	1	94
Potra000847g06847	18	9	3	3	3107111	15039033	1	94
Potra000847g06850	9	3	15	11	3107111	15039033	1	94
Potra000848g06851	28	39	6	19	3107111	15039033	1	94
Potra000848g06853	13	5	7	11	3107111	15039033	1	94
Potra000849g06854	2	5	6	1	3107111	15039033	1	94
Potra000849g06856	14	9	6	6	3107111	15039033	1	94
Potra000849g06857	11	8	8	6	3107111	15039033	1	94
Potra000849g06858	7	7	10	6	3107111	15039033	1	94
Potra000849g06859	12	7	2	1	3107111	15039033	1	94
Potra000849g06860	13	5	8	2	3107111	15039033	1	94
Potra000849g06862	18	12	10	5	3107111	15039033	1	94
Potra000849g06863	21	19	14	8	3107111	15039033	1	94
Potra000850g06864	18	14	9	5	3107111	15039033	1	94
Potra000850g06865	23	21	12	11	3107111	15039033	1	94
Potra000850g06866	26	4	9	0	3107111	15039033	1	94
Potra000850g06868	24	13	12	2	3107111	15039033	1	94
Potra000850g06869	5	3	5	3	3107111	15039033	1	94
Potra000850g06870	25	9	7	4	3107111	15039033	1	94
Potra000850g06871	4	2	4	2	3107111	15039033	1	94
Potra000850g06872	50	30	34	22	3107111	15039033	1	94
Potra000850g06874	8	12	6	2	3107111	15039033	1	94
Potra000850g06875	33	24	28	10	3107111	15039033	1	94
Potra000850g06876	12	20	25	34	3107111	15039033	1	94
Potra000850g06879	24	12	5	2	3107111	15039033	1	94
Potra000851g06881	28	18	25	20	3107111	15039033	1	94
Potra000851g06883	8	6	3	7	3107111	15039033	1	94
Potra000851g06886	17	6	14	15	3107111	15039033	1	94
Potra000851g06888	10	5	4	3	3107111	15039033	1	94
Potra000851g06891	7	16	11	14	3107111	15039033	1	94
Potra000852g06892	4	6	4	3	3107111	15039033	1	94
Potra000852g06893	16	6	6	7	3107111	15039033	1	94
Potra000852g06894	21	17	9	6	3107111	15039033	1	94
Potra000852g06896	11	18	16	10	3107111	15039033	1	94
Potra000852g06898	14	9	11	5	3107111	15039033	1	94
Potra000852g06899	35	12	20	6	3107111	15039033	1	94
Potra000852g06904	7	2	4	2	3107111	15039033	1	94
Potra000852g06905	13	5	7	3	3107111	15039033	1	94
Potra000852g06907	17	3	11	2	3107111	15039033	1	94
Potra000853g06908	10	4	5	5	3107111	15039033	1	94
Potra000853g06909	13	9	5	6	3107111	15039033	1	94
Potra000853g06910	11	25	2	5	3107111	15039033	1	94
Potra000853g06911	5	2	1	2	3107111	15039033	1	94
Potra000854g06913	5	8	14	14	3107111	15039033	1	94
Potra000854g06914	17	8	10	7	3107111	15039033	1	94
Potra000854g06915	14	14	15	8	3107111	15039033	1	94
Potra000854g06918	16	11	27	28	3107111	15039033	1	94
Potra000854g35638	5	9	7	5	3107111	15039033	1	94
Potra000855g06919	46	17	13	9	3107111	15039033	1	94
Potra000855g06921	12	7	6	6	3107111	15039033	1	94
Potra000855g06922	13	10	14	10	3107111	15039033	1	94
Potra000855g06923	25	13	19	10	3107111	15039033	1	94
Potra000855g06924	15	9	9	8	3107111	15039033	1	94
Potra000855g33428	11	8	2	1	3107111	15039033	1	94
Potra000856g06926	3	3	2	3	3107111	15039033	1	94
Potra000856g06927	10	3	10	7	3107111	15039033	1	94
Potra000856g06928	10	9	3	6	3107111	15039033	1	94
Potra000856g06930	6	4	9	0	3107111	15039033	1	94
Potra000857g06931	22	14	16	15	3107111	15039033	1	94
Potra000857g06933	4	2	2	3	3107111	15039033	1	94
Potra000857g06934	5	3	11	5	3107111	15039033	1	94
Potra000857g06936	26	5	7	4	3107111	15039033	1	94
Potra000857g06937	7	6	16	5	3107111	15039033	1	94
Potra000857g06938	0	0	0	0	3107111	15039033	1	94
Potra000857g06939	43	13	17	13	3107111	15039033	1	94
Potra000857g06941	0	1	1	1	3107111	15039033	1	94
Potra000858g06943	13	14	0	3	3107111	15039033	1	94
Potra000858g06944	2	8	1	0	3107111	15039033	1	94
Potra000858g06945	5	11	0	2	3107111	15039033	1	94
Potra000858g06946	13	21	2	4	3107111	15039033	1	94
Potra000858g06948	6	12	2	2	3107111	15039033	1	94
Potra000858g06949	8	6	1	5	3107111	15039033	1	94
Potra000858g06950	0	0	0	0	3107111	15039033	1	94
Potra000858g06951	12	18	2	6	3107111	15039033	1	94
Potra000858g06952	12	5	8	5	3107111	15039033	1	94
Potra000858g06953	20	7	14	9	3107111	15039033	1	94
Potra000858g06954	10	5	5	4	3107111	15039033	1	94
Potra000858g06955	52	39	33	29	3107111	15039033	1	94
Potra000858g06958	2	1	5	2	3107111	15039033	1	94
Potra000858g06959	14	20	8	4	3107111	15039033	1	94
Potra000858g06960	8	7	5	6	3107111	15039033	1	94
Potra000859g06961	12	4	4	3	3107111	15039033	1	94
Potra000859g06962	12	5	4	0	3107111	15039033	1	94
Potra000860g06963	30	14	16	8	3107111	15039033	1	94
Potra000860g33435	0	0	0	0	3107111	15039033	1	94
Potra000860g33436	0	0	0	0	3107111	15039033	1	94
Potra000860g33437	0	0	0	0	3107111	15039033	1	94
Potra000861g06965	0	0	0	0	3107111	15039033	1	94
Potra000861g06968	3	0	2	2	3107111	15039033	1	94
Potra000862g06969	1	0	4	2	3107111	15039033	1	94
Potra000862g06970	6	7	13	3	3107111	15039033	1	94
Potra000862g06971	12	15	11	6	3107111	15039033	1	94
Potra000862g06972	11	9	10	11	3107111	15039033	1	94
Potra000863g06974	32	9	16	5	3107111	15039033	1	94
Potra000863g06975	5	5	11	11	3107111	15039033	1	94
Potra000864g06976	1	1	1	0	3107111	15039033	1	94
Potra000864g06977	3	1	5	2	3107111	15039033	1	94
Potra000864g06978	1	1	1	1	3107111	15039033	1	94
Potra000864g06979	13	5	8	1	3107111	15039033	1	94
Potra000864g06980	8	1	5	1	3107111	15039033	1	94
Potra000864g06983	7	4	10	7	3107111	15039033	1	94
Potra000864g33439	7	1	0	1	3107111	15039033	1	94
Potra000865g06984	1	7	3	3	3107111	15039033	1	94
Potra000865g06985	18	6	2	1	3107111	15039033	1	94
Potra000865g06988	4	3	0	2	3107111	15039033	1	94
Potra000865g06989	3	2	1	2	3107111	15039033	1	94
Potra000866g06991	9	7	3	1	3107111	15039033	1	94
Potra000867g06992	5	8	5	4	3107111	15039033	1	94
Potra000867g06993	11	9	7	5	3107111	15039033	1	94
Potra000868g06996	12	8	7	6	3107111	15039033	1	94
Potra000868g06997	9	13	17	14	3107111	15039033	1	94
Potra000869g06999	26	33	12	9	3107111	15039033	1	94
Potra000869g07000	7	5	5	3	3107111	15039033	1	94
Potra000869g07001	9	8	12	6	3107111	15039033	1	94
Potra000869g07002	11	3	8	4	3107111	15039033	1	94
Potra000869g07004	15	6	3	3	3107111	15039033	1	94
Potra000870g07005	20	19	14	7	3107111	15039033	1	94
Potra000870g07006	16	14	4	2	3107111	15039033	1	94
Potra000870g07008	15	7	9	7	3107111	15039033	1	94
Potra000870g07010	5	2	2	0	3107111	15039033	1	94
Potra000870g07011	21	21	9	8	3107111	15039033	1	94
Potra000870g07012	11	4	4	0	3107111	15039033	1	94
Potra000870g07014	10	10	13	6	3107111	15039033	1	94
Potra000870g07015	47	22	13	10	3107111	15039033	1	94
Potra000870g07016	11	13	8	5	3107111	15039033	1	94
Potra000871g07017	13	9	4	3	3107111	15039033	1	94
Potra000871g07019	30	15	13	9	3107111	15039033	1	94
Potra000872g07020	7	9	1	4	3107111	15039033	1	94
Potra000873g07023	12	4	6	2	3107111	15039033	1	94
Potra000873g07024	10	3	3	1	3107111	15039033	1	94
Potra000873g07025	8	6	5	1	3107111	15039033	1	94
Potra000873g33446	0	0	0	0	3107111	15039033	1	94
Potra000874g07027	56	26	33	23	3107111	15039033	1	94
Potra000874g07028	24	0	5	0	3107111	15039033	1	94
Potra000874g07029	6	7	8	4	3107111	15039033	1	94
Potra000874g07030	2	0	5	4	3107111	15039033	1	94
Potra000874g07031	9	8	6	2	3107111	15039033	1	94
Potra000874g07032	11	16	8	6	3107111	15039033	1	94
Potra000874g07033	7	11	7	2	3107111	15039033	1	94
Potra000874g07034	3	2	7	8	3107111	15039033	1	94
Potra000874g07035	7	6	7	4	3107111	15039033	1	94
Potra000874g33448	7	3	2	0	3107111	15039033	1	94
Potra000875g07039	15	3	8	4	3107111	15039033	1	94
Potra000875g07041	11	5	8	3	3107111	15039033	1	94
Potra000875g07043	10	4	4	3	3107111	15039033	1	94
Potra000875g07047	27	9	14	5	3107111	15039033	1	94
Potra000875g07050	12	8	7	4	3107111	15039033	1	94
Potra000875g07051	6	1	0	0	3107111	15039033	1	94
Potra000876g07052	2	4	1	1	3107111	15039033	1	94
Potra000876g07053	39	21	20	11	3107111	15039033	1	94
Potra000876g07055	21	1	17	3	3107111	15039033	1	94
Potra000876g07056	20	5	1	0	3107111	15039033	1	94
Potra000876g07057	35	11	15	7	3107111	15039033	1	94
Potra000876g07058	12	3	26	12	3107111	15039033	1	94
Potra000876g07059	7	10	2	4	3107111	15039033	1	94
Potra000876g07060	7	6	5	5	3107111	15039033	1	94
Potra000876g07061	29	7	20	2	3107111	15039033	1	94
Potra000876g07063	40	10	9	5	3107111	15039033	1	94
Potra000876g07064	8	3	11	4	3107111	15039033	1	94
Potra000876g07065	16	4	7	1	3107111	15039033	1	94
Potra000876g07070	29	23	14	6	3107111	15039033	1	94
Potra000876g33450	8	6	2	2	3107111	15039033	1	94
Potra000876g33452	17	5	11	3	3107111	15039033	1	94
Potra000877g07074	17	6	5	0	3107111	15039033	1	94
Potra000877g07075	5	3	1	1	3107111	15039033	1	94
Potra000877g07076	21	19	12	5	3107111	15039033	1	94
Potra000877g07077	4	0	1	0	3107111	15039033	1	94
Potra000877g07079	7	5	15	6	3107111	15039033	1	94
Potra000877g07081	9	3	3	5	3107111	15039033	1	94
Potra000877g33454	27	7	4	0	3107111	15039033	1	94
Potra000878g07083	10	4	2	6	3107111	15039033	1	94
Potra000878g07084	20	14	26	10	3107111	15039033	1	94
Potra000878g07085	29	8	26	7	3107111	15039033	1	94
Potra000878g07086	5	1	9	4	3107111	15039033	1	94
Potra000878g07088	22	8	6	3	3107111	15039033	1	94
Potra000878g07089	13	18	16	12	3107111	15039033	1	94
Potra000878g07090	31	15	9	5	3107111	15039033	1	94
Potra000878g07091	37	14	6	8	3107111	15039033	1	94
Potra000878g07092	19	21	10	9	3107111	15039033	1	94
Potra000878g07094	3	3	3	1	3107111	15039033	1	94
Potra000879g07095	20	10	24	11	3107111	15039033	1	94
Potra000879g07097	19	10	10	4	3107111	15039033	1	94
Potra000879g07098	1	0	4	3	3107111	15039033	1	94
Potra000880g07100	11	24	13	12	3107111	15039033	1	94
Potra000880g07102	12	9	12	10	3107111	15039033	1	94
Potra000880g07103	5	7	3	1	3107111	15039033	1	94
Potra000880g07104	1	1	1	1	3107111	15039033	1	94
Potra000880g07105	7	4	1	1	3107111	15039033	1	94
Potra000880g07107	7	3	5	4	3107111	15039033	1	94
Potra000880g07108	14	6	10	5	3107111	15039033	1	94
Potra000880g07109	10	5	4	5	3107111	15039033	1	94
Potra000880g07111	0	0	5	0	3107111	15039033	1	94
Potra000880g07112	8	4	4	2	3107111	15039033	1	94
Potra000880g07113	24	10	15	4	3107111	15039033	1	94
Potra000880g07114	5	0	7	1	3107111	15039033	1	94
Potra000880g07115	22	12	21	10	3107111	15039033	1	94
Potra000880g07117	16	5	9	1	3107111	15039033	1	94
Potra000880g07118	38	8	34	11	3107111	15039033	1	94
Potra000880g07119	24	8	5	4	3107111	15039033	1	94
Potra000881g07120	0	1	0	0	3107111	15039033	1	94
Potra000881g33690	6	6	4	4	3107111	15039033	1	94
Potra000882g07121	10	5	18	13	3107111	15039033	1	94
Potra000882g07122	1	1	2	1	3107111	15039033	1	94
Potra000882g07126	9	8	8	5	3107111	15039033	1	94
Potra000882g07127	4	2	5	2	3107111	15039033	1	94
Potra000882g07128	30	18	41	20	3107111	15039033	1	94
Potra000882g07129	15	9	8	2	3107111	15039033	1	94
Potra000882g07130	20	18	26	21	3107111	15039033	1	94
Potra000882g07131	13	5	14	9	3107111	15039033	1	94
Potra000882g07133	7	3	4	1	3107111	15039033	1	94
Potra000882g07136	5	7	6	3	3107111	15039033	1	94
Potra000883g07137	2	12	0	1	3107111	15039033	1	94
Potra000883g07138	28	20	16	22	3107111	15039033	1	94
Potra000883g33459	7	7	4	3	3107111	15039033	1	94
Potra000884g07139	20	20	9	13	3107111	15039033	1	94
Potra000884g07141	14	19	15	14	3107111	15039033	1	94
Potra000884g07142	1	1	3	4	3107111	15039033	1	94
Potra000885g07145	0	4	0	1	3107111	15039033	1	94
Potra000885g07147	24	10	19	6	3107111	15039033	1	94
Potra000885g07148	19	0	15	0	3107111	15039033	1	94
Potra000885g07149	41	15	20	12	3107111	15039033	1	94
Potra000885g07150	59	21	16	7	3107111	15039033	1	94
Potra000886g07152	69	77	22	29	3107111	15039033	1	94
Potra000886g07153	15	6	15	12	3107111	15039033	1	94
Potra000886g07154	2	2	2	5	3107111	15039033	1	94
Potra000886g07155	0	0	0	0	3107111	15039033	1	94
Potra000886g07156	17	13	4	4	3107111	15039033	1	94
Potra000886g07158	12	10	7	5	3107111	15039033	1	94
Potra000886g33461	3	1	0	0	3107111	15039033	1	94
Potra000887g07160	16	17	14	11	3107111	15039033	1	94
Potra000887g07161	5	7	1	0	3107111	15039033	1	94
Potra000887g07162	1	1	1	2	3107111	15039033	1	94
Potra000887g07163	3	0	8	5	3107111	15039033	1	94
Potra000887g07165	4	5	3	3	3107111	15039033	1	94
Potra000887g07166	19	6	12	4	3107111	15039033	1	94
Potra000887g07168	11	5	14	13	3107111	15039033	1	94
Potra000887g07169	13	9	11	9	3107111	15039033	1	94
Potra000887g07170	7	5	12	10	3107111	15039033	1	94
Potra000888g07172	0	0	0	0	3107111	15039033	1	94
Potra000888g07174	5	11	0	5	3107111	15039033	1	94
Potra000888g07175	12	1	6	2	3107111	15039033	1	94
Potra000888g07176	24	12	20	3	3107111	15039033	1	94
Potra000888g07178	15	3	9	7	3107111	15039033	1	94
Potra000888g07179	28	10	15	9	3107111	15039033	1	94
Potra000888g07180	9	5	5	5	3107111	15039033	1	94
Potra000889g07181	5	5	5	4	3107111	15039033	1	94
Potra000889g07183	16	7	11	0	3107111	15039033	1	94
Potra000889g07184	0	0	0	0	3107111	15039033	1	94
Potra000889g07185	0	0	0	0	3107111	15039033	1	94
Potra000889g07186	15	16	18	14	3107111	15039033	1	94
Potra000890g07188	2	0	3	0	3107111	15039033	1	94
Potra000890g07189	9	9	4	5	3107111	15039033	1	94
Potra000890g07190	18	27	4	7	3107111	15039033	1	94
Potra000890g07191	15	16	8	4	3107111	15039033	1	94
Potra000890g07192	9	8	8	6	3107111	15039033	1	94
Potra000890g07193	4	2	0	1	3107111	15039033	1	94
Potra000891g07195	11	7	7	4	3107111	15039033	1	94
Potra000891g07196	38	26	9	11	3107111	15039033	1	94
Potra000891g07197	74	44	28	26	3107111	15039033	1	94
Potra000891g07198	8	0	2	1	3107111	15039033	1	94
Potra000891g07200	14	7	7	4	3107111	15039033	1	94
Potra000891g07201	0	1	6	1	3107111	15039033	1	94
Potra000891g07202	7	3	0	0	3107111	15039033	1	94
Potra000891g07204	13	1	5	2	3107111	15039033	1	94
Potra000891g35119	0	0	0	0	3107111	15039033	1	94
Potra000892g07212	18	8	16	6	3107111	15039033	1	94
Potra000892g07213	12	2	6	1	3107111	15039033	1	94
Potra000892g07215	9	2	5	0	3107111	15039033	1	94
Potra000892g07216	3	0	3	2	3107111	15039033	1	94
Potra000892g07217	9	1	4	2	3107111	15039033	1	94
Potra000892g07218	17	5	16	3	3107111	15039033	1	94
Potra000892g07219	22	5	10	2	3107111	15039033	1	94
Potra000892g07220	141	61	30	16	3107111	15039033	1	94
Potra000892g07221	38	0	12	0	3107111	15039033	1	94
Potra000892g07222	3	0	13	7	3107111	15039033	1	94
Potra000892g07223	33	16	30	15	3107111	15039033	1	94
Potra000892g07224	32	5	8	5	3107111	15039033	1	94
Potra000892g07225	23	7	17	7	3107111	15039033	1	94
Potra000892g07226	11	9	5	8	3107111	15039033	1	94
Potra000892g07227	42	28	8	12	3107111	15039033	1	94
Potra000892g07228	3	2	0	0	3107111	15039033	1	94
Potra000892g07229	15	8	13	8	3107111	15039033	1	94
Potra000892g07230	43	14	7	0	3107111	15039033	1	94
Potra000892g07231	27	20	13	4	3107111	15039033	1	94
Potra000892g07232	4	3	2	0	3107111	15039033	1	94
Potra000892g07234	17	7	10	4	3107111	15039033	1	94
Potra000892g07236	5	2	3	0	3107111	15039033	1	94
Potra000892g07237	0	0	0	0	3107111	15039033	1	94
Potra000893g07239	11	3	21	7	3107111	15039033	1	94
Potra000893g07240	17	8	10	5	3107111	15039033	1	94
Potra000893g07241	11	16	18	9	3107111	15039033	1	94
Potra000893g07242	4	4	3	3	3107111	15039033	1	94
Potra000893g07243	26	21	9	4	3107111	15039033	1	94
Potra000893g07244	16	15	11	9	3107111	15039033	1	94
Potra000893g07245	15	8	21	12	3107111	15039033	1	94
Potra000893g07246	17	8	19	5	3107111	15039033	1	94
Potra000893g07247	18	18	13	4	3107111	15039033	1	94
Potra000893g07249	3	3	2	1	3107111	15039033	1	94
Potra000893g35496	0	0	0	0	3107111	15039033	1	94
Potra000894g07250	5	3	6	2	3107111	15039033	1	94
Potra000894g07251	17	12	5	7	3107111	15039033	1	94
Potra000894g07255	27	10	11	10	3107111	15039033	1	94
Potra000895g07256	0	2	0	0	3107111	15039033	1	94
Potra000895g07258	11	9	3	4	3107111	15039033	1	94
Potra000896g07259	5	5	1	4	3107111	15039033	1	94
Potra000896g07260	7	2	3	1	3107111	15039033	1	94
Potra000896g07263	13	7	12	14	3107111	15039033	1	94
Potra000896g07264	41	25	18	15	3107111	15039033	1	94
Potra000896g07265	26	13	24	11	3107111	15039033	1	94
Potra000896g07267	6	4	3	2	3107111	15039033	1	94
Potra000896g07270	2	0	3	1	3107111	15039033	1	94
Potra000896g33475	10	13	1	2	3107111	15039033	1	94
Potra000897g07271	38	13	14	5	3107111	15039033	1	94
Potra000897g07272	15	6	8	0	3107111	15039033	1	94
Potra000897g07274	24	3	19	8	3107111	15039033	1	94
Potra000897g07275	84	41	38	8	3107111	15039033	1	94
Potra000897g07276	97	33	28	3	3107111	15039033	1	94
Potra000897g07278	3	10	5	8	3107111	15039033	1	94
Potra000897g07279	6	11	6	6	3107111	15039033	1	94
Potra000897g07280	14	7	9	6	3107111	15039033	1	94
Potra000898g07281	33	14	12	1	3107111	15039033	1	94
Potra000898g07282	17	7	10	7	3107111	15039033	1	94
Potra000898g07284	23	9	18	6	3107111	15039033	1	94
Potra000898g07285	9	3	6	7	3107111	15039033	1	94
Potra000898g07286	13	6	5	4	3107111	15039033	1	94
Potra000898g07288	3	6	0	2	3107111	15039033	1	94
Potra000899g07291	0	1	1	0	3107111	15039033	1	94
Potra000899g07293	12	7	9	6	3107111	15039033	1	94
Potra000899g07294	2	3	3	2	3107111	15039033	1	94
Potra000899g07295	12	10	12	12	3107111	15039033	1	94
Potra000899g07296	7	6	3	3	3107111	15039033	1	94
Potra000899g07297	12	1	12	0	3107111	15039033	1	94
Potra000899g07298	35	41	19	14	3107111	15039033	1	94
Potra000899g07299	14	20	6	11	3107111	15039033	1	94
Potra000900g07300	24	11	17	17	3107111	15039033	1	94
Potra000900g07302	6	5	20	16	3107111	15039033	1	94
Potra000900g07305	2	2	2	2	3107111	15039033	1	94
Potra000900g07306	14	7	5	3	3107111	15039033	1	94
Potra000901g07307	7	2	15	5	3107111	15039033	1	94
Potra000902g07309	17	15	10	12	3107111	15039033	1	94
Potra000902g07310	15	9	9	7	3107111	15039033	1	94
Potra000902g07311	27	12	13	15	3107111	15039033	1	94
Potra000902g07315	7	6	10	8	3107111	15039033	1	94
Potra000902g07316	0	0	2	0	3107111	15039033	1	94
Potra000902g07317	20	14	10	4	3107111	15039033	1	94
Potra000902g07318	14	7	11	12	3107111	15039033	1	94
Potra000902g07319	7	2	8	3	3107111	15039033	1	94
Potra000902g07321	25	19	17	11	3107111	15039033	1	94
Potra000902g07322	1	1	1	2	3107111	15039033	1	94
Potra000902g07323	3	3	5	4	3107111	15039033	1	94
Potra000902g07324	28	12	27	13	3107111	15039033	1	94
Potra000902g07325	10	2	9	6	3107111	15039033	1	94
Potra000902g07326	13	5	10	4	3107111	15039033	1	94
Potra000902g34168	3	0	3	2	3107111	15039033	1	94
Potra000903g07330	21	11	7	13	3107111	15039033	1	94
Potra000903g07331	17	11	6	7	3107111	15039033	1	94
Potra000903g07332	25	10	12	9	3107111	15039033	1	94
Potra000903g07333	14	17	4	3	3107111	15039033	1	94
Potra000903g07334	11	7	11	7	3107111	15039033	1	94
Potra000903g07335	11	5	20	5	3107111	15039033	1	94
Potra000903g07336	3	0	9	2	3107111	15039033	1	94
Potra000903g33481	7	2	4	0	3107111	15039033	1	94
Potra000904g07338	0	0	0	1	3107111	15039033	1	94
Potra000904g07340	6	7	0	1	3107111	15039033	1	94
Potra000905g07342	3	5	2	4	3107111	15039033	1	94
Potra000905g07343	25	17	8	8	3107111	15039033	1	94
Potra000905g07344	3	0	0	0	3107111	15039033	1	94
Potra000905g07345	10	9	9	4	3107111	15039033	1	94
Potra000905g07346	14	8	7	5	3107111	15039033	1	94
Potra000905g07347	16	13	21	15	3107111	15039033	1	94
Potra000905g07348	10	0	11	0	3107111	15039033	1	94
Potra000905g07349	7	6	7	5	3107111	15039033	1	94
Potra000906g07351	42	16	44	23	3107111	15039033	1	94
Potra000906g07353	41	17	10	6	3107111	15039033	1	94
Potra000906g07354	10	9	17	10	3107111	15039033	1	94
Potra000907g07356	2	6	0	3	3107111	15039033	1	94
